OBJECTID,סמל רחוב,שם רחוב,מספר בית,קוד שימוש,שימוש במבנה,מספר קומות,מספר כניסות,מספר דירות,שכבה,קוד רחוב 2,שם רחוב 2,Shape,שטח מעטפת במטר מרובע,היקף מעטפת במטרים
36677897,1311,אלכסנדריון,9, , ,2,1,2,2200,0000, ,,291.4598846435547,88.01524005673367
36677898,1311,אלכסנדריון,6, , ,2,1,4,2200,0000, ,,294.4223937988281,93.92990370917896
36677899,1312,טוביה,4, , ,2,2,10,2200,0000, ,,340.00218200683594,86.88532524771581
36677900,1312,טוביה,8, , ,4,2,10,2200,0000, ,,518.0376434326172,165.70406407185163
36677901,1310,אלעזר בן יאיר,21, , ,2,2,12,2200,0000, ,,462.1291046142578,135.46994322626207
36677902,1390,אריה בעהם,3, , ,4,2,16,2200,0000, ,,508.2409210205078,117.67986602796111
36677903,1334,הורקניה,1, , ,3,2,4,2200,0000, ,,194.6207733154297,73.73404263297266
36677904,1310,אלעזר בן יאיר,12, , ,3,2,7,2200,0000, ,,359.3350067138672,117.02822808303583
36677905,1310,אלעזר בן יאיר,7, , ,2,1,4,2200,0000, ,,297.4247131347656,105.07320299159748
36677906,1310,אלעזר בן יאיר,5, , ,2,1,1,2200,0000, ,,570.5536499023438,165.379700142192
36677907,1311,אלכסנדריון,4, , ,2,1,4,2200,0000, ,,186.47222900390625,64.98945841877432
36677908,1312,טוביה,2, , ,2,2,8,2200,0000, ,,663.8512725830078,192.70465746388135
36677909,1311,אלכסנדריון,3, , ,3,2,5,2200,0000, ,,209.8739013671875,83.59387252805139
36677910,1311,אלכסנדריון,1, , ,3,2,6,2200,0000, ,,316.8011016845703,94.61730707464635
36677911,1334,הורקניה,3, , ,2,2,2,2200,0000, ,,237.4018096923828,62.67127475887184
36677912,1337,יהודה הנשיא,15, , ,2,1,4,2200,0000, ,,174.85723876953125,75.459615235034
36677913,1337,יהודה הנשיא,15, , ,3,2,5,2200,0000, ,,343.2841033935547,119.61499795968092
36677914,1314,יוסי בן יועזר,38, , ,5,1,30,2200,0000, ,,659.1471405029297,110.56641278727928
36677915,1318,אליעזר הגדול,5, , ,2,3,12,2200,0000, ,,526.4208068847656,155.6145404633607
36677916,1318,אליעזר הגדול,3, , ,2,1,4,2200,0000, ,,526.2696990966797,170.1843461974291
36677917,1321,רבן יוחנן בן זכאי,57, , ,2,3,3,2200,0000, ,,503.8216857910156,159.64007027212935
36677918,1316,אנטיגונוס,33, , ,2,2,32,2200,0000, ,,350.7070007324219,107.51828088326961
36677919,1316,אנטיגונוס,37, , ,2,2,8,2200,0000, ,,472.7548828125,110.47286311116628
36677920,1316,אנטיגונוס,35, , ,2,2,8,2200,0000, ,,542.1350250244141,188.4761133073801
36677921,1316,אנטיגונוס,30, , ,2,2,8,2200,0000, ,,549.0254974365234,153.2156562286998
36677922,1316,אנטיגונוס,32, , ,2,2,8,2200,0000, ,,550.1194610595703,148.93497622567887
36677923,1316,אנטיגונוס,30, , ,2,2,9,2200,0000, ,,544.0952301025391,164.5358901609329
36677924,1316,אנטיגונוס,42, , ,2,2,8,2200,0000, ,,573.8898315429688,165.16711318844904
36677925,1316,אנטיגונוס,51, , ,3,1,0,2200,0000, ,,246.74069213867188,66.24805976900069
36677926,1316,אנטיגונוס,24, , ,2,2,8,2200,0000, ,,552.7236022949219,142.06843465326622
36677927,1316,אנטיגונוס,29, , ,2,2,7,2200,0000, ,,458.7483825683594,142.25055279277524
36677928,1316,אנטיגונוס,31, , ,2,2,8,2200,0000, ,,400.36090087890625,98.47566792718747
36677929,1316,אנטיגונוס,28, , ,2,2,8,2200,0000, ,,424.08168029785156,125.68702307988896
36677930,1316,אנטיגונוס,28, , ,2,2,8,2200,0000, ,,586.0418548583984,145.21564886307954
36677931,1406,יצחק קצנלסון,8, , ,5,1,0,2200,0000, ,,600.9934234619141,126.74968419002835
36677932,1321,רבן יוחנן בן זכאי,56, , ,5,4,40,2200,1371,בן טבאי,,743.779541015625,129.99611216033745
36677933,1321,רבן יוחנן בן זכאי,58, , ,5,4,24,2200,0000, ,,556.9071502685547,120.36583685168398
36677934,1371,בן טבאי,4, , ,8,1,28,2200,1373,בני בתירא,,531.5958557128906,103.73231230505822
36677935,1373,בני בתירא,12, , ,8,1,0,2200,1371,בן טבאי,,515.3197021484375,109.16187875779573
36677936,1355,מעלה זאב,2, , ,1,1,1,2200,0000, ,,136.2701416015625,49.631231519106976
36677937,1334,הורקניה,5, , ,2,1,4,2200,0000, ,,305.2677764892578,90.86703086587842
36677938,1334,הורקניה,14, , ,5,1,14,2200,0000, ,,385.5177917480469,104.20392071205143
36677939,1334,הורקניה,20, , ,4,1,8,2200,0000, ,,191.1890869140625,60.90099252411325
36677940,1334,הורקניה,18, , ,4,1,8,2200,0000, ,,235.8399658203125,67.81175897788717
36677941,1334,הורקניה,16, , ,4,1,9,2200,0000, ,,297.17352294921875,87.55544106616003
36677942,1334,הורקניה,12, , ,5,1,14,2200,0000, ,,434.64337158203125,110.97068111165103
36677943,1315,רשב''ג,48, , ,2,1,1,2200,0000, ,,105.97039794921875,46.07211700779568
36677944,1315,רשב''ג,47, , ,2,2,8,2200,0000, ,,539.8737335205078,205.0517496203038
36677945,1314,יוסי בן יועזר,38, , ,5,1,30,2200,0000, ,,560.252685546875,98.8352154727258
36677946,1316,אנטיגונוס,35, , ,2,1,0,2200,0000, ,,325.0687713623047,79.21035365183901
36677947,1794,מקור חיים,48, , ,3,3,18,2200,0000, ,,662.7441253662109,156.84155978336875
36677948,1295,נהוראי,9, , ,4,2,16,2200,0000, ,,411.0291442871094,135.45713026752694
36677949,1295,נהוראי,5, , ,4,2,16,2200,0000, ,,393.48057556152344,130.02121500076893
36677950,1295,נהוראי,3, , ,4,2,16,2200,0000, ,,453.36900329589844,125.64609557341869
36677951,1315,רשב''ג,39, , ,3,2,2,2200,0000, ,,595.7734985351562,169.95189823375895
36677952,1315,רשב''ג,35, , ,2,1,4,2200,0000, ,,271.27685546875,77.32464104990616
36677953,1314,יוסי בן יועזר,35, , ,2,1,4,2200,0000, ,,245.27102661132812,85.61900198401325
36677954,1315,רשב''ג,40, , ,2,1,4,2200,0000, ,,416.61997985839844,123.56420107559131
36677955,1315,רשב''ג,36, , ,2,1,2,2200,0000, ,,214.20758056640625,75.90066984553853
36677956,1315,רשב''ג,34, , ,2,1,4,2200,0000, ,,251.12867736816406,89.23308029664452
36677957,1314,יוסי בן יועזר,43, , ,2,1,4,2200,0000, ,,227.61297607421875,94.45357286415893
36677958,1314,יוסי בן יועזר,39, , ,2,1,4,2200,0000, ,,373.04356384277344,111.96145775747783
36677959,1315,רשב''ג,29, , ,2,1,4,2200,0000, ,,323.35011291503906,79.84617063884907
36677960,1794,מקור חיים,143, , ,1,1,1,2200,0000, ,,199.77566528320312,72.36415383518973
36677961,1794,מקור חיים,0, , ,1,1,1,2200,0000, ,,222.83526611328125,71.5017457547077
36677962,1314,יוסי בן יועזר,37, , ,3,1,4,2200,0000, ,,344.9550323486328,105.4211105292125
36677963,1314,יוסי בן יועזר,41, , ,2,1,4,2200,0000, ,,329.0555725097656,113.31548081830172
36677964,1315,רשב''ג,38, , ,2,1,4,2200,0000, ,,283.9466552734375,101.63314398400307
36677965,1794,מקור חיים,0, , ,1,1,1,2200,0000, ,,277.0614776611328,76.26398136330299
36677966,1314,יוסי בן יועזר,35, , ,2,1,4,2200,0000, ,,311.20152282714844,107.24751557212424
36677967,1794,מקור חיים,32, , ,1,1,1,2200,0000, ,,95.48207092285156,39.94010861253111
36677968,1796,אביטל,4, , ,4,1,18,2200,0000, ,,373.335205078125,94.32354389803682
36677969,1795,צרת,2, , ,1,1,0,2200,1794,מקור חיים,,157.809814453125,58.150672829931445
36677970,1794,מקור חיים,38, , ,1,1,10,2200,0000, ,,680.1036682128906,127.05489513336647
36677971,1794,מקור חיים,36, , ,1,1,1,2200,0000, ,,405.31396484375,123.53570117892887
36677972,1796,אביטל,2, , ,1,1,1,2200,0000, ,,138.1998748779297,47.04434829234802
36677973,1794,מקור חיים,0, , ,2,1,1,2200,0000, ,,170.92523193359375,61.65089214169278
36677974,1797,הרכבים,1, , ,5,2,0,2200,1795,צרת,,432.0828094482422,97.15831638898844
36677975,1795,צרת,5, , ,6,2,0,2200,0000, ,,1692.0119171142578,272.8846512401665
36677976,1794,מקור חיים,29, , ,2,1,1,2200,0000, ,,161.49436950683594,61.14375238856334
36677977,1432,יעקב בן דב,1, , ,1,2,0,2200,0000, ,,113.31063842773438,53.9622309840414
36677978,1794,מקור חיים,27, , ,1,1,1,2200,0000, ,,105.78340148925781,44.26278019571541
36677979,1794,מקור חיים,27, , ,1,2,2,2200,0000, ,,279.8523712158203,120.92686049923236
36677980,1794,מקור חיים,29, , ,1,1,0,2200,0000, ,,120.06755065917969,45.557618571043335
36677981,1796,אביטל,11, , ,3,1,14,2200,0000, ,,472.7515563964844,99.20013922635488
36677982,1796,אביטל,10, , ,3,1,10,2200,0000, ,,466.1448974609375,125.43288691078543
36677983,1794,מקור חיים,53, , ,1,1,1,2200,0000, ,,177.713134765625,72.99489113883052
36677984,1794,מקור חיים,58, , ,3,1,6,2200,0000, ,,233.32118225097656,79.94874602877468
36677985,1794,מקור חיים,55, , ,1,1,1,2200,0000, ,,145.94390869140625,52.976967324614726
36677986,1314,יוסי בן יועזר,7, , ,2,1,4,2200,0000, ,,304.02256774902344,98.98759991140365
36677987,1314,יוסי בן יועזר,9, , ,2,1,4,2200,0000, ,,383.2655944824219,142.22228015234174
36677988,1315,רשב''ג,16, , ,2,2,0,2200,0000, ,,494.0594177246094,164.4961911994482
36677989,1315,רשב''ג,9, , ,2,2,0,2200,0000, ,,568.9897766113281,123.02138806790673
36677990,1366,מעגלי יבנה,16, , ,2,3,1,2200,0000, ,,329.1616668701172,112.23375821822496
36677991,1366,מעגלי יבנה,15, , ,4,4,28,2200,1366,מעגלי יבנה,,711.2941741943359,188.06635773565117
36677992,1794,מקור חיים,18, , ,2,1,1,2200,0000, ,,282.25250244140625,83.1797937691869
36677993,0305,מלכי ישראל,71, , ,3,1,9,2200,0000, ,,176.4176025390625,60.04170991344084
36677994,0305,מלכי ישראל,69, , ,3,1,5,2200,0000, ,,208.056396484375,66.2965608990238
36677995,0305,מלכי ישראל,67, , ,3,1,3,2200,0000, ,,184.99227905273438,64.3510098779672
36677996,0331,מירון,4, , ,2,2,2,2200,0000, ,,206.89157104492188,66.7204780147717
36677997,0322,יוסף בן מתתיהו,37, , ,2,1,1,2200,0000, ,,146.72735595703125,52.66550295576876
36677998,0322,יוסף בן מתתיהו,20, , ,4,5,4,2200,0000, ,,652.2681732177734,219.09934335192122
36677999,0000, ,29, , ,3,2,9,2200,0000, ,,287.7691650390625,84.28178139956164
36678000,0360,האמרכלים,25, , ,3,1,9,2200,0000, ,,221.03097534179688,78.33619631875514
36678001,0360,האמרכלים,23, , ,3,1,5,2200,0000, ,,179.6269989013672,62.23049057067718
36678002,0330,פקיעין,3, , ,3,1,4,2200,0000, ,,180.06700134277344,67.6533630989769
36678003,0360,האמרכלים,21, , ,3,1,2,2200,0000, ,,132.32217407226562,54.13353665825711
36678004,0000, ,3, , ,2,8,10,2200,0345,מיכאל וציפורה פינס,,744.5324249267578,198.76910355879642
36678005,0353,רבנו תם,3, , ,2,14,13,2200,0000, ,,520.9821472167969,134.63595092276663
36678006,0343,פרי חדש,44, , ,3,30,40,2200,0328,רש''י,,1983.9315338134766,441.84399586939344
36678007,0322,יוסף בן מתתיהו,12, , ,3,1,6,2200,0000, ,,224.451904296875,69.65868170255973
36678008,0343,פרי חדש,55, , ,4,1,4,2200,0000, ,,115.33712768554688,47.07340040402876
36678009,0346,יום טוב אלגזי,28, , ,4,2,4,2200,0000, ,,395.54296875,118.71200412386492
36678010,0346,יום טוב אלגזי,30, ,בי''כ עזרא דבאח,3,2,1,2200,0000, ,,264.7850341796875,91.67926698227755
36678011,0344,חפץ חיים,, , ,3,5,22,2200,0000, ,,498.1729431152344,133.30863794768496
36678012,0345,מיכאל וציפורה פינס,29, , ,4,15,26,2200,0346,יום טוב אלגזי,,1182.7065887451172,279.1581388857819
36678013,0376,דוד ילין,28, , ,4,7,19,2200,0000, ,,1949.0681457519531,435.1163599942532
36678014,0328,רש''י,28, , ,2,1,0,2200,0322,יוסף בן מתתיהו,,194.8007049560547,61.43320594470816
36678015,0328,רש''י,39, , ,3,1,0,2200,0322,יוסף בן מתתיהו,,350.4972381591797,95.47860816561284
36678016,0328,רש''י,30, , ,2,1,4,2200,0000, ,,251.44371032714844,85.33307232237229
36678017,0328,רש''י,32, , ,4,1,5,2200,0000, ,,159.21534729003906,53.62120084263909
36678018,0328,רש''י,47, , ,3,2,5,2200,0000, ,,169.6043243408203,58.43535190461122
36678019,0328,רש''י,43, , ,2,1,0,2200,0000, ,,95.27130126953125,43.62493874420663
36678020,0328,רש''י,20, , ,4,1,8,2200,0000, ,,150.1822052001953,50.767680858691556
36678021,0328,רש''י,18, , ,3,1,7,2200,0000, ,,162.72401428222656,59.21098399390063
36678022,0328,רש''י,16, , ,3,1,3,2200,0000, ,,208.67588806152344,62.41655126513515
36678023,0322,יוסף בן מתתיהו,12, , ,3,1,8,2200,0000, ,,207.0227508544922,65.2185779912636
36678024,0332,אלפנדרי,32, , ,3,1,1,2200,0000, ,,131.34466552734375,50.908218371704116
36678025,0332,אלפנדרי,34, , ,2,2,2,2200,0000, ,,146.5826416015625,58.40938615406498
36678026,0376,דוד ילין,42, , ,2,2,6,2200,0000, ,,348.6098327636719,82.7323163802368
36678027,0321,תחכמוני,23, , ,2,2,8,2200,0000, ,,312.68408203125,134.7955050618249
36678028,0376,דוד ילין,4, , ,2,2,4,2200,0356,נתן בירנבאום,,445.28599548339844,120.63143232199664
36678029,0376,דוד ילין,20, , ,3,6,31,2200,0000, ,,1193.6491088867188,269.95325636071783
36678030,0376,דוד ילין,8, , ,4,1,11,2200,0356,נתן בירנבאום,,158.31857299804688,54.817223747937156
36678031,0352,משה חגיז,16, , ,2,2,2,2200,0356,נתן בירנבאום,,450.7595977783203,118.05573872157417
36678032,0352,משה חגיז,14, , ,1,2,4,2200,0356,נתן בירנבאום,,280.65879821777344,75.10573783408117
36678033,0352,משה חגיז,10, , ,2,4,13,2200,0356,נתן בירנבאום,,578.5561828613281,145.76554036233543
36678034,0349,ישעיהו,3, , ,1,1,0,2200,0000, ,,223.03138732910156,82.29864399132515
36678035,0348,הנביאים,59, , ,2,1,0,2200,0000, ,,552.25390625,101.32021914933479
36678036,0349,ישעיהו,9, , ,3,1,8,2200,0000, ,,195.19284057617188,63.64411474109046
36678037,0349,ישעיהו,11, , ,3,1,0,2200,0376,דוד ילין,,229.81072998046875,61.626206989032674
36678038,0376,דוד ילין,3, , ,2,1,2,2200,0000, ,,380.7618103027344,90.6664245051397
36678039,0349,ישעיהו,13, , ,1,1,0,2200,0376,דוד ילין,,227.88238525390625,72.31015998134019
36678040,0352,משה חגיז,20, , ,3,1,5,2200,0356,נתן בירנבאום,,164.56832885742188,60.07199719597304
36678041,0348,הנביאים,82, , ,3,1,0,2200,0000, ,,105.36634826660156,41.06657820465098
36678042,0349,ישעיהו,15, , ,2,1,0,2200,0000, ,,287.7045593261719,68.64580802840636
36678043,0612,יפו,101, , ,3,1,4,2200,0000, ,,222.55894470214844,68.25243905860034
36678044,0382,הרב יצחק אורנשטיין,9, , ,4,1,10,2200,0000, ,,322.9080810546875,98.99139125214752
36678045,0612,יפו,74, , ,5,13,86,2200,0345,מיכאל וציפורה פינס,,2752.8656463623047,624.828049636427
36678046,0612,יפו,72, , ,6,4,34,2200,0000, ,,2961.389205932617,364.32703094055125
36678047,0335,דון יוסף נשיא,4, , ,2,2,2,2200,0000, ,,139.8762969970703,53.30312003636769
36678048,0334,רשב''ם,1, , ,2,2,2,2200,0000, ,,254.8120574951172,82.81542307593655
36678049,0334,רשב''ם,3, , ,3,1,5,2200,0000, ,,159.28038024902344,54.92598595744606
36678050,0334,רשב''ם,4, , ,2,4,8,2200,0000, ,,306.4246520996094,111.33562973272817
36678051,0321,תחכמוני,15, , ,3,2,2,2200,0000, ,,256.0115509033203,69.95084479382774
36678052,0607,שפת אמת,10, , ,2,1,0,2200,0608,יוסף שוורץ,,164.71347045898438,51.48618014055162
36678053,0332,אלפנדרי,21, , ,2,1,2,2200,0000, ,,101.95030212402344,51.22802520192791
36678054,0332,אלפנדרי,19, , ,3,2,5,2200,0321,תחכמוני,,271.55494689941406,82.17823320555145
36678055,0332,אלפנדרי,26, , ,2,3,0,2200,0000, ,,612.5293273925781,144.61310370854258
36678056,0376,דוד ילין,52, , ,2,4,14,2200,0000, ,,370.8254089355469,83.62691860600846
36678057,0376,דוד ילין,51, , ,3,3,1,2200,0608,יוסף שוורץ,,734.5422973632812,173.59590586366494
36678058,0606,מיוחס,12, , ,2,2,14,2200,0000, ,,628.6115417480469,156.67620859785706
36678059,0609,משה דוד גאון,7, , ,2,5,5,2200,0000, ,,761.4295349121094,165.67846940482627
36678060,0609,משה דוד גאון,4, , ,2,4,4,2200,0000, ,,272.40087890625,99.77007529306083
36678061,0606,מיוחס,15, , ,2,12,11,2200,0000, ,,1099.61474609375,254.4815638126841
36678062,0610,נבון,12, , ,3,26,15,2200,0000, ,,2145.634536743164,435.2082234437417
36678063,0610,נבון,34, , ,2,1,1,2200,0604,שד''ל,,363.0874786376953,90.95034214943932
36678064,0610,נבון,36, , ,2,1,3,2200,0000, ,,129.10687255859375,55.05689474280823
36678065,0610,נבון,5, , ,2,2,2,2200,0738,נתיב יצחק,,307.90684509277344,88.7671913282362
36678066,0000, ,17, , ,3,2,1,2200,0000, ,,212.66688537597656,62.893094024399595
36678067,0000, ,27, , ,3,17,17,2200,0610,נבון,,1286.2600708007812,272.2776735709415
36678068,0328,רש''י,65, , ,2,1,3,2200,0000, ,,141.89923095703125,54.77953190162369
36678069,1396,מוריס פישר,17, , ,4,5,40,2200,0000, ,,1189.2635803222656,246.00483331224962
36678070,1392,אברהם ארסט,0, , ,4,1,0,2200,1347,ברל לוקר,,481.17852783203125,109.14990484161464
36678071,1315,רשב''ג,52, , ,2,1,1,2200,0000, ,,190.4698944091797,80.28134262388633
36678072,1315,רשב''ג,50, , ,2,1,4,2200,0000, ,,190.4295196533203,77.1668895079699
36678073,1314,יוסי בן יועזר,55, , ,2,1,0,2200,0000, ,,177.96363830566406,67.80427844803495
36678074,1315,רשב''ג,49, , ,2,2,8,2200,0000, ,,451.34014892578125,130.59599204373197
36678075,1314,יוסי בן יועזר,51, , ,2,1,4,2200,0000, ,,313.4635772705078,95.4414346957
36678076,1314,יוסי בן יועזר,53, , ,2,1,4,2200,0000, ,,196.99327087402344,75.73694978281176
36678077,1839,האומן,24, , ,5,1,0,2200,0000, ,,1044.6838073730469,155.38177158513864
36678078,1839,האומן,26, , ,4,1,0,2200,0000, ,,1403.9889068603516,174.56367468988276
36678079,1796,אביטל,13, , ,1,1,0,2200,0000, ,,212.9461669921875,62.0669623835569
36678080,1860,הפרסה,0, , ,1,1,0,2200,0000, ,,402.1387634277344,119.01054178925045
36678081,1794,מקור חיים,62, , ,1,1,0,2200,0000, ,,298.1997375488281,101.66682707635769
36678082,0000, ,10, , ,1,1,1,2200,0000, ,,311.73712158203125,77.4468505147567
36678083,0000, ,57, , ,1,1,10,2200,0000, ,,295.98475646972656,75.65240560214804
36678084,1315,רשב''ג,54, , ,1,1,0,2200,0000, ,,33.72367858886719,23.85145273964121
36678085,4381,אל בוטמה,0, , ,2,1,2,2200,0000, ,,155.23483276367188,57.0209998464168
36678086,4366,א רחמה,0, , ,3,12,22,2200,0000, ,,1491.590316772461,429.26358803647065
36678087,4295,שייח' מחמוד,0, , ,2,1,2,2200,0000, ,,142.9043731689453,56.08262988973464
36678088,4295,שייח' מחמוד,0, , ,2,3,7,2200,0000, ,,355.3179168701172,105.42670259005713
36678089,4381,אל בוטמה,0, , ,2,2,3,2200,0000, ,,233.3702392578125,89.20558134460042
36678090,4381,אל בוטמה,0, , ,2,1,2,2200,0000, ,,219.83990478515625,78.60752058418264
36678091,4381,אל בוטמה,0, , ,3,1,3,2200,0000, ,,286.82765197753906,91.2849936056246
36678092,4381,אל בוטמה,0, , ,2,1,3,2200,0000, ,,145.7720489501953,54.00314623516727
36678093,4384,א שיפא,0, , ,2,1,1,2200,0000, ,,132.30776977539062,53.596080472182855
36678094,4384,א שיפא,0, , ,1,1,1,2200,0000, ,,229.83145141601562,62.81738494975817
36678095,4384,א שיפא,0, , ,1,1,2,2200,0000, ,,154.32615661621094,50.62105888037967
36678096,4398,אל קד'איל,0, , ,1,1,2,2200,0000, ,,117.33766174316406,47.91424175697318
36678097,4380,א נתר,0, , ,3,1,1,2200,0000, ,,367.4917449951172,78.82550464190774
36678098,4285,איחוד הכפר,40, , ,2,1,3,2200,0000, ,,281.7044982910156,77.69247547928315
36678099,4285,איחוד הכפר,42, , ,2,1,2,2200,0000, ,,191.76666259765625,55.970165466034985
36678100,4398,אל קד'איל,0, , ,2,1,1,2200,0000, ,,112.25418090820312,42.986083588926356
36678101,1361,בר יוחאי,1, , ,5,1,16,2200,0000, ,,334.91822814941406,110.94689797104411
36678102,1310,אלעזר בן יאיר,9, , ,3,3,12,2200,0000, ,,706.1846771240234,223.77206848150828
36678103,1310,אלעזר בן יאיר,16, , ,2,1,4,2200,0000, ,,213.6339569091797,88.3703372602565
36678104,1309,קנאי הגליל,17, , ,3,2,2,2200,0000, ,,331.9317321777344,125.2958415846342
36678105,1340,ניתאי הארבלי,34, , ,2,1,6,2200,0000, ,,328.5819854736328,105.90945848184474
36678106,1340,ניתאי הארבלי,32, , ,2,1,4,2200,0000, ,,419.9158935546875,136.254112115465
36678107,1309,קנאי הגליל,26, , ,3,2,5,2200,0000, ,,197.00338745117188,74.55166794885028
36678108,1340,ניתאי הארבלי,28, , ,2,1,3,2200,0000, ,,277.3315734863281,104.83027606056307
36678109,1340,ניתאי הארבלי,26, , ,2,1,3,2200,0000, ,,175.01815795898438,74.49641264960974
36678110,1340,ניתאי הארבלי,24, , ,2,1,5,2200,0000, ,,248.49156188964844,101.9376632294737
36678111,1340,ניתאי הארבלי,22, , ,3,1,4,2200,0000, ,,143.59886169433594,65.90823435920053
36678112,1340,ניתאי הארבלי,20, , ,2,1,3,2200,0000, ,,239.77146911621094,77.05718387455403
36678113,1340,ניתאי הארבלי,18, , ,2,1,4,2200,0000, ,,293.4899444580078,87.83141539042477
36678114,1340,ניתאי הארבלי,16, , ,2,1,4,2200,0000, ,,207.2664031982422,81.26913644974212
36678115,1309,קנאי הגליל,24, , ,2,1,4,2200,0000, ,,234.72998046875,75.21477733369787
36678116,1309,קנאי הגליל,22, , ,2,1,6,2200,0000, ,,334.37840270996094,100.90179920530481
36678117,1309,קנאי הגליל,20, , ,2,1,5,2200,0000, ,,509.37261962890625,123.05507493567595
36678118,1309,קנאי הגליל,30, , ,2,1,4,2200,0000, ,,297.7314147949219,81.50047088812232
36678119,1309,קנאי הגליל,25, , ,2,1,2,2200,0000, ,,385.3531494140625,128.4273007351917
36678120,1309,קנאי הגליל,28, , ,2,2,5,2200,0000, ,,223.3034210205078,84.28282839542418
36678121,1902,דניאל סירקיס,12, , ,3,1,6,2200,0000, ,,218.0904083251953,68.06310638235774
36678122,1902,דניאל סירקיס,14, , ,3,1,7,2200,0000, ,,220.6431121826172,72.93586057274551
36678123,1092,דגל ראובן,11, , ,4,1,9,2200,0000, ,,196.1925048828125,62.54390802806251
36678124,0916,הצבי,6, , ,2,1,0,2200,0000, ,,221.3280487060547,78.31725822984717
36678125,0916,הצבי,4, , ,2,1,0,2200,0000, ,,175.28028869628906,58.37851478667165
36678126,0916,הצבי,2, , ,3,1,3,2200,0000, ,,389.86553955078125,100.2444884421703
36678127,0921,תורה מציון,4, , ,3,2,18,2200,0000, ,,438.0408630371094,121.98782681005727
36678128,0919,המאסף,9, , ,4,1,9,2200,0000, ,,343.59686279296875,100.58637723377294
36678129,0917,אריאל,4, , ,3,1,8,2200,0000, ,,254.8848876953125,68.49898121058091
36678130,0918,האור,4, , ,3,1,10,2200,0920,המון,,276.1889190673828,75.74352464475417
36678131,0918,האור,3, , ,3,1,24,2200,0917,אריאל,,613.8857879638672,156.79606067032674
36678132,0918,האור,6, , ,3,1,7,2200,0000, ,,219.00982666015625,72.46786168437106
36678133,0920,המון,3, , ,2,1,0,2200,0000, ,,309.1205139160156,79.77698961677365
36678134,0920,המון,6, , ,3,1,11,2200,0000, ,,269.3432312011719,86.99953177237406
36678135,0919,המאסף,11, , ,4,1,6,2200,0000, ,,396.27601623535156,122.32682350717192
36678136,0937,ירמיהו,5, , ,1,1,0,2200,0000, ,,286.60633850097656,82.75134006213604
36678137,0305,מלכי ישראל,48, , ,2,1,2,2200,0000, ,,321.60804748535156,76.80797001121677
36678138,0305,מלכי ישראל,46, , ,2,1,0,2200,0000, ,,148.29100036621094,49.0887675394785
36678139,0305,מלכי ישראל,38, , ,2,1,0,2200,0000, ,,131.4246826171875,46.62295923195928
36678140,0921,תורה מציון,13, , ,2,1,0,2200,0000, ,,225.57070922851562,61.37311063752661
36678141,0385,גשר החיים,4, , ,4,2,18,2200,0000, ,,411.4606018066406,125.64142894320369
36678142,0732,תשב''ץ,21, , ,2,10,10,2200,0000, ,,914.0991821289062,164.14416603761669
